title,desc,type,ownership,NAMOBJ,WADMKC,WADMKK,prices,prices_billion,beds,baths,floors,furnished,building,land
Rumah Di Pusat kota Mataram Lombok,Jual Rumah Tengah kota Mataram - Nusa Tenggara Barat Lokasi di jalan Langko yg merupakan Prime Commercial Center kota Mataram Lombok Lokasi ini cocok utk perkantoran perbankan rumah makan Rumah Sakit Supermarket Showroom mobil dll Hanya berjarak 400 meter dari Gedung Bank Indonesia Spek : - Tanah 962 m2 (1945 x 49) - Bangunan : 400 m2 (1 lantai) - SHM - Hadap Timur Laut Harga 16M nego Atau Anda membutuhkan informasi properti lainnya ? Hub : Wiyono - ANGKA Domestica IG : angka domestica,Rumah,SHM,Kelurahan Mataram Barat,Selaparang,Kota Mataram,16000000000,16.00,3,,,,400,962
PERUMAHAN SUBSIDI MATARAM METRO 2 MENIT JEMPONG MATARAM,Green Savana perumahan subsidi dan komersil di pusat kota MATARAM Desain modern dan lokasi sangat strategis Di belakang perumahan unram residen dan di samping perumahan Bumi Paramadiva Yuk beli segera Subsidi : 28/72 Komersil : 40/100 Angsuran 1 jutaan,Rumah,,Kelurahan Jempong Baru,Sekarbela,Kota Mataram,168000000,0.17,2,,,,28,72
Rumah di kompleks Meninting Garden,Rumah di kompleks Meninting Garden  code : 478 Luas tanah 147 m2  Luas bangunan 45 m2  2 kamar tidur (AC) + 1 kamar mandi  Ruang tamu ruang keluarga  Dapur dilengkapi kitchen set  Garasi mobil dan motor   Lokasi di pojok (hook)  Rumah siap huni  Listrik 1300 VA + Air PDAM Jendela dilengkapi teralis  Halaman depan samping dan belakang masih tersedia  Kompleks aman one gate security (satpam) Kompleks perumahan di pinggir jalan raya Meninting- Senggigi 7 menit menuju sentral Senggigi  5 menit menuju kota Mataram   Harga 625 Juta,Rumah,,Meninting,Batu Layar,Lombok Barat,625000000,0.63,2,1,,,45,147
2-BR tropical pool villa in Gili Air,Ideally located in the north part of Gili Air island a mere 200 meters from the beach this astonishing two-bedroom villa with private pool built in 2016 sits on a 212 sqm land and has been fully renovated in the 2nd quarter of 2021 This 190 sqm two-storey villa comes fully furnished and features 2 air-conditioned bedrooms with ensuite bathroom a fully equipped kitchen and 2 large lounge areas upstairs and downstairs A natural bamboo fence fully encloses the land and allows you to enjoy the private 7x4m swimming-pool and sundeck in total privacy The land has a HGB certificate Sale price : 3 400 000 000 IDR For more information or to visit the property please feel free to reach us at,Villa,SHGB,Gili Indah,Pemenang,Lombok Utara,3400000000,3.40,2,2,,full,190,212
Tropical 2-bedroom villa with private pool in Gili Air,Only a few steps away from the main street of Gili Air and a short walk to the harbour this high-end newly built villa meets every international standards Built on a 140 m2 land this fully furnished private pool villa consists of 2 large double bedrooms with a shared bathroom featuring a shower and a bathtub an indoor lounge an open-air kitchen and dining area a private garden and a wooden deck surrounding the swimming-pool Finished in 2020 this villa has been built with high-end materials using strong and durable Kempas wood while preserving the tropical island feel with natural alang-alang roof Sale price : 2 800 000 000 IDR For more information or to visit the property please feel free to reach us at,Villa,,Gili Indah,Pemenang,Lombok Utara,2800000000,2.80,2,1,,full,75,140
EXCLUSIVE LUXURY VILLAS GILI MENO GP0086,This property is located north of Gili Meno which is about 70 meters from the beach with stunning white sand This property features 14 villas with 17 bathrooms in each also equipped with air conditioning a super large swimming pool behind the villa there is also a living room dining room TV in each room and a large warehouse there is a terrace around the villas to enjoy the atmosphere or sitting under the stars at night water heaters are available in each villa and the water used is well water channeled through towers or tanks Good road access to this property makes it easy for your guests to bring their goods to the port using a horse car or bicycle The property is sitting on 3000sqm land with HAK MILIK Certificate (freehold) and the building size is around 500 sqm Gili island is one of the smaller islands of the Republic of Indonesia and also has been commonly named: the Hidden Paradise on Earth In conclusion as an investment you will not regret to buy a property here,Villa,SHM,Gili Indah,Pemenang,Lombok Utara,16500000000,16.50,14,17,,,500,3000
Green Anma Jerneng Perumahan yang berlokasi sangat strategis,Halo Sobat Anma YUK KUNJUNGI LOKASINYA Hanya 168 Jt-an saja sudah dapat rumah dengan Type 27/72 dengan 2 Kamar Tidur 1 Kamar Mandi di pinggir jalan utama Lokasinya sangat strategis: Samping Jalan Nasional 2 MENIT DARI KANTOR CAMAT  2 MENIT DARI SPBU  2 MENIT DARI SUPERMARKET 2 MENIT DARI PASAR TRADISIONAL 5 MENIT DATI RUMAH SAKIT  5 MENIT DARI BYPASS BIL  DEKAT DENGAN SEKOLAH Tunggu apalagi? Yuk survey lokasinya sekarang dan buktikan sendiri kualitasadalahprioritas balesolah anmalovers insidelombok explorelombok featuracreative rumah lombok,Rumah,,Bagik Polak,Labuapi,Lombok Barat,168000000,0.17,2,1,,,27,72
Perumahan Bellpark 2 Kekeri Gunung sari Lombok barat R181,Perumahan Bellpark 2 Kekeri Gunung sari Lombok barat Lokasi : Kekeri Gunung sari Luas : 36/90 M2 Harga : Keterangan : Perumahan Bellpark 2 Kekeri Gunung sari Lombok barat Terdiri dari 2 kamar tidur dan 1 kamar mandi Dengan fasilitas pendukung seperti Kolam renang masjid TK dan Paud dan taman bermain Hanya 3 menit ke Jalan Jendral Sudirman Rembiga SHM,Rumah,SHM,Kekeri,Gunungsari,Lombok Barat,270000000,0.27,2,1,,,36,90
Rumah BTN di Monjok Selaparang Mataram R160,Dijual Rumah BTN di Monjok Selaparang Mataram Lokasi : Jl Ade Irma Suryani Monjok Perluasan Luas : Bangunan 100 M2 / Tanah 160 M2 Harga : /global Keterangan : Rumah BTN di Monjok Selaparang Mataram Terdiri dari 3 kamar tidur 2 kamar mandi ruang keluarga ruang tamu dapur dan teras Dihalaman depan terdapat berugak Dengan fasilitas Listrik 2 meteran 900 watt air sumur dengan tandon air SHM,Rumah,SHM,Kelurahan Monjok,Selaparang,Kota Mataram,450000000,0.45,3,2,,,100,160
Dijual/Disewakan Villa 6 kamar full view laut dan lembah di batu layar V021,Dijual/disewakan Villa 6 kamar dibukit full view laut dan lembah Lokasi : Melase Hill Batu Layar Lombok Barat Luas : Bangunan 2500 M2/ tanah 1800 M2 Harga jual: /Global Harga sewa: 300 juta/tahun Keterangan : Villa 4 lantai dibukit yg memiliki akses full view laut dan lembah Fasilitas : Full Furnished : Garden garasi gazebo kolam renang tingkat 2 dan kolam renang anak-anak 6 kamar tidur dengan kamar mandi dalam berkapasitas 8 sampai 10 orang total ada 12 tempat tidur dan ruang tamu Terdiri dari 2 Sertifikat listrik 7700 watt,Villa,,Batulayar,Batu Layar,Lombok Barat,28000000000,28.00,6,6,,full,2500,1800
PERUMAHAN SUBSIDI 3 MENIT BUNDARAN JEMPONG KOTA MATARAM TYPE 36,"PERUMAHAN SUBSIDI 3 MENIT BUNDARAN JEMPONG KOTA MATARAM TYPE 36 ""Al HIJRAH KAPITAN"" Perumahan Subsidi di Lingkungan Asri dan Nyaman bersebelahan dengan perumahan komersil Mentari Residen Spesifikasi : - 2 kamar tidur dengan ukuran 3 x 3 - 1 kamar mandi - ruang keluarga - Listrik dan air bersih Lokasi perumahan sangat strategis Hanya 3 menit dari bundaran Jempong kota Mataram pusat perumahan perkantoran bisnis dekat jalur by pass Lombok Real Estate",Rumah,,Perampuan,Labuapi,Lombok Barat,168000000,0.17,2,1,,,36,70
Rumah mewah lantai 2 di Jatisela Lombok Barat,Rumah mewah lantai 2 di Jatisela Lombok Barat code : 470 Lokasi: Jatisela Gunungsari Lombok Barat Luas tanah: 206 m2 Luas bangunan: 272 m2 Jumlah lantai : 2 Lantai Kamar tidur : 6 Kamar mandi : 4 Listrik : 2200 VA Air: Air sumur bor Fasilitas : Fully Furnished (Tempat Tidur AC TV Lemari Kitchen Set dll) Tahun dibangun : 2015 Lebar jalan depan rumah: 3 meter Jarak ke jalan raya : 200 meter Legalitas: SHM Daya tarik properti: Suasana Asri terdapat Gazebo dan Carport (untuk 2 mobil) Fasilitas umum sekitar lokasi : - 5 menit ke Pasar Kebon Roek - 10 menit ke Rumah Sakit Bhayangkara Mataram - 15 menit ke Pantai Senggigi - 20 menit ke Lombok Epicentrum Mall - 50 menit ke Lombok International Airport Harga 850 Juta Nego langsung ke pemilik,Rumah,SHM,Jatisela,Gunungsari,Lombok Barat,850000000,0.85,6,6,,full,272,205
Rumah pinggir jalan Adi Sucipto Ampenan Mataram R206,Rumah pinggir jalan Adi Sucipto Ampenan Mataram Lokasi : Jl Adi Sucipto Ampenan Mataram Luas : 327/370 M2 Harga : /global Keterangan : Rumah pinggir jalan di Ampenan Mataram - Rumah 2 lantai - Dijual dengan isinya - 1 toko untuk usaha - 2 kamar tidur di atas - 3 kamar tidur di bawah - 3 kamar mandi rumah - 1 kamar mandi toko - Ruang tamu - Ruang keluarga - Dapur - Garasi - Listrik 1300 kwh - Air sumur dan PDAM - Lokasi strategis - pinggir jalan utama - Dekat ke Pasar Kebon roek - Pom bensin - Mini market/swalayan - Komplek pertokoan Adi Sucipto - Taman Udayana - Sekolah dll - Terdiri dari 2 SHM,Ruko,SHM,Kelurahan Ampenan Utara,Ampenan,Kota Mataram,2500000000,2.50,5,4,,,327,370
Tanah murah dan rumah di dekat Jl Pariwisata Mataram,Tanah murah dan rumah di dekat Jl Pariwisata Mataram code : 692 Luas tanah 535 m2  4 kamar tidur + 2 kamar mandi  50 meter masuk lewat jl Pariwisata Monjok  Sertifikat Hak Milik  Harga 11 Milyar,Tanah,SHM,Kelurahan Monjok,Selaparang,Kota Mataram,1100000000,1.10,4,2,,,400,535
Villa Lombok barat full furnished di Lingsar V037,Villa Lombok barat full furnished di Lingsar Lokasi : Desa Batu Kumbung Lingsar Luas : 600/1400 M2 Harga : /global Keterangan : - Terdiri dari 2 bangunan Villa - Bangunan pertama 2 lantai (1 kamar master bedroom dilantai atas dan 2 kamar standar di lantai bawah) - Bangunan kedua 1 lantai dengan kamar deluxe - Semua kamar include kamar mandi dalam - 2 kamar mandi umum - Kolam renang - Dapur - Gazebo - Parking luas - Taman - Listrik 7700 watt - Jarak ke jalan raya ± 500 meter - Lokasi aman dan nyaman - Legalitas SHM,Villa,SHM,Batu Kumbang,Lingsar,Lombok Barat,4500000000,4.50,4,5,,full,600,1400
Dijual Rumah Nyaman Aman Mataram Kota,Jual Rumah : Tempat di dekat dengan pusat keramaian Lingkungan masyarakat aman kemana-mana mudah  Lokasi di Jl Kapuas 8 No 4 Perumnas - Mataram NTB Lokasi Dekat dengan Universitas Mataram (Unram) - 25 km Dekat dengan Epicentrul Mall - 43 km,Rumah,,Kelurahan Tanjung Karang Permai,Sekarbela,Kota Mataram,250000000,0.25,3,,,,100,120
RUMAH DI KOMPLEKS GRAHA PERMATA KOTA SELAGALAS MATARAM,Rumah di kompleks Graha Permata Kota Selagalas Mataram  code : 431 Luas tanah 120 m2  Luas bangunan 70 m2  Pondasi bangunan lantai 2  Terdiri dari 4 kamar tidur + 2 kamar mandi  Ruang tamu ruang keluarga dapur carport Full bangunan Kompleks aman dan nyaman one gate security  Lebar jalan kompleks 8 meter  Fasilitas: include 4 AC  Water heater PDAM + Tandon air  Acces internet ready Listrik 2200 watt Keramik Granit Jarak tempuh: Dekat dari Rumah sakit Harapan Keluarga 5 menit menuju Transmart  7 menit menuju pasar induk Bertais  Harga 725 Juta,Rumah,,Peteluan Indah,Lingsar,Lombok Barat,725000000,0.73,4,2,,,70,120
Rumah dan kos-kosan di tengah kota Mataram,Rumah dan kos-kosan di tengah kota Mataram  code : 408 Luas tanah 763 m2  Luas bangunan 600 m2  Lokasi dekat dari Gading Guesthouse  Cocok dikembangkan untuk Penginapan/guesthouse   keterangan: - Rumah - - Kamar Tidur 3 - Kamar Mandi Utama 2 - Kamar Mandi Umum 1 - Kamar Pembantu 1 - Ruang Tengah - Ruang Tamu - Dapur Utama Belakang - Tempat Cuci Pakaian - Halaman Belakang - Garasi Motor Sepeda - Mushola Umum - Gudang - Listrik 2200w - Air PDAM Sanyo - Kos-Kosan 8 kamar - - Include Furniture - Kamar Mandi Dalam - Dapur - Halaman Belakang - Listrik 600w Halaman depan luas bisa parkir 2 truk  Dekat dengan ruko sekolah masjid supermarket dan bebas banjir  5 menit ke pusat Kota Mataram dan taman kota Harga 29 Milyar nego,Rumah,,Kelurahan Monjok Timur,Selaparang,Kota Mataram,2900000000,2.90,12,11,,,600,763
Rumah tinggal di tengah kota selong,Rumah tinggal di tengah kota selong code : 121 SHM LT 410 m2 (41 are) Luas Bangunan 300 m2 1 ruang tamu 1 ruang keluarga 1 ruang makan 5 kamar tidur 2 dapur 2 kamar mandi Teras depan samping dan belakang 1 garasi mobil Fasilitas : Wifi Listrik 2200 Air sumur dan PAM Harga 1 M bisa nego,Rumah,SHM,Kelurahan Selong,Kecamatan Selong,Lombok Timur,1000000000,1.00,5,2,,,300,410
Villa di Central Kuta Mandalika Lombok dekat El Bazar,Villa di Central Kuta Mandalika Lombok dekat El Bazar code : 365 Luas tanah 300 m2 (3 are)  Terdiri dari 4 kamar tidur + kamar mandi dalam  Ruang tamu ruang makan dapur minibar  Kolam renang pribadi  Dekat dari restaurant El Bazar  Sertifikat Hak Milik  Sekitar 100 meter dari pantai  Harga 295 Milyar,Villa,SHM,Kuta,Pujut,Lombok Tengah,2950000000,2.95,4,4,,,150,300
Villa Murah Bintang 3 Privat Pool di Kuta Mandalika Lombok Tengah,Di Jual Villa bintang 3 Exotic Investasi Untung di Kuta Mandalika Lombok Tengah Nusa Tenggara Barat Luas tanah :600 m2 Luas bangunan: 500 m2 Kamar Tidur: 5 Kamar mandi:3 Listrik :2200 waat Air : PDAM Hadap : Timur Legalitas: SHM + IMB Harga :47 M Selling Point: Ada 5 bangunan dalam satu area yaitu Office Villa 3 villa pekerja 1  Km Sirkuit Mandalika Lombok Tengah  15 Menit Bandara International Lombok tengah,Villa,SHM,Kuta,Pujut,Lombok Tengah,4700000000,4.70,5,3,,,500,600
Villa mewah full view laut di Kuta Mandalika,Villa mewah full view laut di Kuta Mandalika  code : 317 Property bintang lima dengan fasilitas mewah dan terlengkap  Pemandangan laut yang menakjubkan  Luas tanah 253 m2  Luas bangunan 305 m2  Lantai 2 2 kamar tidur  dilengkapi Air conditionr (AC) dan cable tv 2  kamar mandi dilengkapi bathtub dan outdor shower  full furnished - western design  Dapur dilengkapi kitchenset yang berkualitas Kolam renang pribadi seluas 35 m2  Teras/barbeque area  Private area parkir  Berada di kawasan kompleks elite villa  Maintenance dan security 24 jam (lengkap CCTV)  harga 69 Milyar,Villa,,Kuta,Pujut,Lombok Tengah,6900000000,6.90,2,2,,full,305,253
VILLA PINGGIR PANTAI DI MONTONG BATULAYAR DEKAT SENGGIGI,DIRECT OWNER / PEMILIK LANGSUNG Villa pinggir pantai di Montong Batulayar dekat Senggigi View sunset dan Gunung Agung Bali  Luas tanah 418 m2 Luas bangunan 400 m2  Lantai 2 Terdiri dari 4 kamar tidur + 4 kamar mandi dalam Setiap kamar tidur dilengkapi AC Ruang tamu ruang keluarga dapur 1 kamar pembantu + kamar mandi dalam  Villa siap huni (include all new furniture) Garasi luas bisa parkir 3 mobil Masih ada halaman depan untuk Taman Masih ada halaman kosong dibelakang untuk kolam renang  Listrik 7500W Air panas dan dingin (water heater) Berada di komplek Villa pinggir pantai Montong  (Disekitarnya sudah ada beberapa villa yang beroperasional)  Lokasi aman dan nyaman  150 meter dari jalan Raya Dekat dari destinasi wisata pantai Tanjung Bias  Dekat dari pusat oleh-oleh Sasaku  10 Menit menuju Senggigi  10 menit menuju kota mataram  5 menit menuju hotel Jayakarta  10 menit menuju mall epicentrum  Sertifikat Hak Milik Harga 23 Milyar (include kolam renang ukuran 3x75 meter),Villa,SHM,Santeluk,Batu Layar,Lombok Barat,2300000000,2.30,5,5,,,400,418
Dijual Villa 1 Kamar Di Gili Trawangan Lombok (FHV091),Terletak di Gili Trawangan - Lombok villa ini tersedia untuk Hak Milik Villa 1 kamar tidur sangat luas dengan ruang tamu dan dapur terpisah yang dapat dibuka atau ditutup sepenuhnya Vila dengan nyaman dapat menampung hingga 4 orang menggunakan tempat tidur sofa di ruang tamu Dirancang dengan indah dengan bahan-bahan mewah villa ini adalah properti investasi yang sangat baik - 1 Kamar tidur dengan kamar mandi dalam - Dibangun di atas tanah 150 m2 dan bangunan 135 m2 - Ruang tamu ruang makan dan dapur terbuka - Kolam renang pribadi - Fasilitas resor gratis: kelas yoga pusat kebugaran klub anak-anak transportasi perahu dari atau ke Pelabuhan Senggigi Lombok - Dikelola oleh manajemen profesional dan penggunaan pemilik 28 hari gratis,Villa,SHM,Gili Indah,Pemenang,Lombok Utara,3500000000,3.50,1,,,,135,150
Dijual Villa 2 Kamar Tidur Lokasi Di Gili Trawangan (FHV090),Terletak di Gili Trawangan - Lombok villa ini tersedia untuk Hak MilikVilla ini sangat cocok untuk teman dan keluarga di tiga areal tanah dengan semua ruang yang Anda butuhkan untuk menikmati privasi Anda serta bersama teman orang yang Anda cintai Vila ini memiliki keunggulan di pasar karena menuntut pengembalian investasi yang bagus karena pasokan terbatas dari Villa ukuran ini - 2 Kamar tidur dengan kamar mandi dalam - Dibangun di atas tanah 300 m2 dan bangunan 255 m2 - Ruang tamu ruang makan dan dapur terbuka - Kolam renang pribadi - Fasilitas resor gratis: kelas yoga pusat kebugaran klub anak-anak transportasi perahu dari atau ke Pelabuhan Senggigi Lombok - Dikelola oleh manajemen profesional dan penggunaan pemilik gratis selama 28 hari,Villa,SHM,Gili Indah,Pemenang,Lombok Utara,5600000000,5.60,2,2,,,225,300
DIJUAL 2 UNITS VILLA DENGAN TANAH KOSONG DEPAN PANTAI DI GILI TRAWANGAN (FHV263),Villa tepi pantai dua unit di Gili Trawangan ini menawarkan investasi yang luar biasa dengan pemandangan laut yang menakjubkan dan akses sendiri ke pantai pasir putih Villa ini berdiri di atas tanah seluas 1200 meter persegi sebuah bangunan bergaya tropis mewah yang berperabotan lengkap menjadikannya properti turnkey atau rumah liburan yang bagus Villa yang terletak tepat di tepi pantai ini memiliki villa dengan empat kamar tidur beraksen dengan area patio yang luas serta kolam renang pribadi yang menyuguhkan pemandangan laut yang indah Ada juga ruang tamu besar yang juga dilengkapi dengan dapur lengkap terbuka ke kolam renang Villa kedua di belakang yang satu ini adalah villa dua kamar tidur dengan kolam renang pribadi bersama dengan ruang tamu dan ruang makan terbuka Kedua villa cantik dan dirancang dengan sangat baik di pulau ini terutama dengan pemandangan tropis untuk memberikan kenyamanan tertinggi bagi semua orang Lahan kosong seluas 1200 meter persegi yang berdekatan dengan villa tersedia sebagai paket kesepakatan untuk mengembangkan sebagian besar villa Properti tepi pantai mutlak Dua villa bergaya tropis dengan lahan kosong di Gili Trawangan Total 2400m2 (1200m2 untuk villa dan 1200m2 untuk tanah kosong) Properti turnkey sepenuhnya disiapkan untuk mengoperasikan bisnis persewaan Peluang komersial yang fantastis USD,Villa,,Gili Indah,Pemenang,Lombok Utara,14580000000,14.58,6,,,full,569,2400
DIJUAL RESORT LOKASI DI GILI TRAWANGANNTB (RST035),Resort ini dijual di pulau Gili Trawangan yang sangat diminati menawarkan total 8 villa dengan satu kamar tidur dan 4 villa dengan dua kamar tidur Masing-masing dilengkapi dengan kolam renang pribadi ruang tamu terbuka dapur lengkap dan semua perlengkapan untuk masa inap yang nyaman Di bagian belakang properti terdapat area layanan kantor rumah staff dapur dan penyimpanan besar untuk melayani resort Resort ini terletak di lingkungan yang tenang dan bersifat sorgawi dalam jarak 5 menit berjalan kaki ke pantai Sunset Ini adalah peluang bagus bagi investor yang ingin menjalankan resort berukuran kecil beroperasi penuh di pulau populer Gili Trawangan Kapal cepat harian tersedia dari Bali ke Gili Resort kecil di Gili Trawangan yang sangat diminati Lokasi tenang dikelilingi pohon kelapa dan 5 menit dari pantai Total 16 kamar tidur dengan kolam renang pribadi dan fasilitasnya Lisensi komersial di tempat Harga USD,Resort,,Gili Indah,Pemenang,Lombok Utara,19450000000,19.45,16,,,,,2000
Rumah murah deapn pos satpam lombok barat,Dijual rumah type 60/120m² Graha Royal Taman Sari Gunung Sari  Lokasi strategis no 5 dari Pos Satpam dekat Kota Mataram  Dengan kelengkapan: 2 Kamar Tidur 1 Kamar Mandi 2 Ruang Tamu 1 Dapur 1 carport lebar Sisa tanah depan belakang Lokasi dekat pos satpam Dekat sekolah PAUD TK SDN SMP Harga 350 jta,Rumah,,Taman Sari,Gunungsari,Lombok Barat,350000000,0.35,3,1,,,60,120
SANUBAYA RAYA RUMAH SUBSIDI BERTAIS MATARAM,RUMAH SUBSIDI DEKAT BERTAIS MATARAM Perumahan SANDUBAYA RAYYA Hunian Nyaman & Asri Lokasi Di Daerah Premium Dekat Pusat Bisnis jln Gontoran Bertais - 2 Menit Pasar Bertais - 3 Menit Tetminal Bertais - 5 Menit Transmart Mall - 7 Menit Pusat Kota Mataram SANDUBAYA RAYYA : Type : 28/72m Lantai Granit 60x60 Closet Duduk TOTO Konsep Moderen Minimalis Bangunan Kokoh Menggunakan Bata Merah Atap Genteng Flat Beton One Gate Sistem Security 24jam Lokasi Sangat Strategis Pusat Bisnis Hanya Bokingfee Rp1juta sudah bisa pilih unit ( Sudah Mengurangi DP) Kontak : Tlp/SMS/WA Lombok Properti - Real Estate - Konstruksi,Rumah,,Kelurahan Bertais,Sandubaya,Kota Mataram,168000000,0.17,2,,,,28,72
Rumah mewah lantai 2 di kompleks Panjitilar,Rumah mewah lantai 2 di kompleks Panjitilar  code : 995 Luas tanah 187 m2  Luas bangunan 150 m2  3 kamar tidur + 3 kamar mandi  Ruang tamu ruang keluarga dapur garasi  Kompleks aman dan nyaman security 24 jam  Lokasi strategis dekat pusat perbelanjaan dan keramaian Harga 18 Milyar nego,Rumah,,Kelurahan Kekalik Jaya,Sekarbela,Kota Mataram,1800000000,1.80,3,3,,,150,187
Rumah pinggir jalan raya dekat Epicentrum mall,Rumah pinggir jalan raya dekat Epicentrum mall  code : 979 Luas tanah 288 m2  Terdiri dari 3 kamar tidur  Cocok untuk tempat praktek dokter dibangun ruko dll  5 menit menuju mall epicentrum  Harga 25 Milyar,Rumah,,Kelurahan Punia,Mataram,Kota Mataram,2500000000,2.50,3,,,,200,288
Rumah di Kekalik depan kampus Unram - Mataram,Rumah di Kekalik depan kampus Unram - Mataram  code : 411 luas tanah 248 m2 full bangunan ada teras sedikit di depan Lokasi Strategis di kompleks perumahan jl Majapahit Dekat Epicentrum Mall Dekat pusat perbelanjaan Dekat kampus universitas Mataram Dekat dari pusat perkantoran dan sekolah  Dekat dari RS siloam  Akses jalan masuk hotmix bisa mobil papasan Rumah 2 lantai spesifikasi: - 2 kamar tidur lt bawah - 1 dapur lt bawah - 1 kamar pembantu lt bawah - 2 kamar mandi (1 kamar mandi di kamar utama - 1 kamar mandi di belakang) - ruang tamu - ruang makan - 1 gudang lt bawah - garasi (2 mobil) - 2 kamar tidur besar lt atas - balkon atas - bathub dan air panas (di 1 kamar bawah) Harga 17 Milyar nego,Rumah,,Kelurahan Kekalik Jaya,Sekarbela,Kota Mataram,1700000000,1.70,5,3,,,230,248
Rumah murah minimalis di kompleks perumahan Sandik dekat Mataram Lombok,Rumah murah minimalis di kompleks perumahan Sandik dekat Mataram Lombok code : 955 Luas tanah 88 m2  Terdiri dari 2 kamar tidur 1 kamar mandi ruang tamu dapur Perumahan one gate security Kompleks aman dan nyaman Pinggir jalan raya Suasana asri Dekat dari kota Mataram  Harga 275 juta,Rumah,,Sandik,Batu Layar,Lombok Barat,275000000,0.28,2,1,,,30,88
Rumah di pinggir jalan raya utama kota Mataram,Rumah di pinggir jalan raya utama kota Mataram code : 780Luas tanah 1000 m2 (10 are)Terdiri dari 6 kamar tidur + kamar mandiRuang keluarga dapurLebar depan 20 meter Cocok untuk KantorLokasi strategis di daerah pusat pemerintahan Harga 75 Milyar,Rumah,,Kelurahan Mataram Timur,Mataram,Kota Mataram,7500000000,7.50,6,6,,,400,1000
Rumah di pusat Kota Mataram dekat jl Langko Lombok,Rumah di pusat Kota Mataram dekat jl Langko Lombok code : 958 Luas tanah 578 m2 Luas Bangunan: 250 m2 Kmr tidur : 10 kamar Kmr mandi: 10 buah Sertifikat Hak Milik Listrik: 2200 VA PDAM Fasilitas:  - Carport utk 2 mobil - Berugak di halaman belakang - Dapur kecil 9 buah - Ada halaman luas di depan belakang samping - Tiap kamar ada tempat tdr kayu kasur kapuk - 1 unit Tower Air Lebar jalan depan rumah : 7 meter Lokasi sangat strategis di tengah kota dekat dengan Universitas Mataram (jarak 700 meter) dan perkantoran (Kantor Cabang Utama BNI PDAM Giri Menang dll) Harga 4 Milyar,Rumah,SHM,Langko,Dasan Agung,Kota Mataram,4000000000,4.00,10,,,,250,578
Villa baru dan modern lokasi hanya 100 meter dari pantai Stangi,Villa baru dan modern lokasi hanya 100 meter dari pantai Stangi Luas tanah 638 m2 Terdiri dari 2 kamar tidur + 2 kamar mandi Ruang tamu/ ruang makan ukuran 70 m2  Kolam renang ukuran 75 x 35 meter  Dapur style western  Listrik 77 KW Sertifikat Hak Milik IMB  Harga,Villa,SHM,Malaka,Pemenang,Lombok Utara,2800000000,2.80,2,2,,,200,638
Rumah di kompleks Meninting dekat Jayakarta hotel,Rumah di kompleks Meninting dekat Jayakarta hotel code : 461Luas tanah 150 m2 Luas bangunan 75 m2 Terdiri dari 3 kamar tidur + 2 kamar mandi ruang tamu ruang keluarga carport Air PDAM + listrik 1300 watt Dekat dari hotel Jayakarta Dekat dari wisata pantai Tanjung Bias10 menit menuju daerah wisata Senggigi 10 menit menuju kota Mataram Harga Rp 685 Juta,Rumah,,Meninting,Batu Layar,Lombok Barat,685000000,0.69,3,2,,,73,149
Villa di central Kuta Mandalika,Villa di central Kuta Mandalika code : 320Luas tanah 820 m2 Terdiri dari:- 1 unit villa luas 144 m2 dengan 2 kamar tidur + 3 kamar mandi- 1 unit villa luas 144 m2 dengan 2 kamar tidur + 3 kamar mandi- 1 unit villa luas 68 m2 dengan 2 kamar mandi ruang tidur yang luas di lantai 2 dapur- 4 apartment luas masing2 48 m2 dan dapurParkir bisa masuk 4 mobil dan motorKolam renang uk 5x8 meter Dapur luar BBQ area shower dan lounge areaSekitar 500 meter dari pantai Kuta Lokasi strategis di pinggir jalan raya Dapat dikelola untuk bisnis penginapanInterior furnished terbuat dari kayu berkualitas Harga Rp 75 Milyar,Villa,,Kuta,Pujut,Lombok Tengah,7500000000,7.50,6,8,,full,599,819
Rumah dekat jl saleh sungkar Ampenan,Rumah dekat jl saleh sungkar Ampenan code : 986Sekitar 100 meter dari jalan raya? SHM (sertifikat hak milik)? Luas Tanah 258 m2 ? Bangunan1 Rumah induk dan2 Paviliun? Fasilitas1 Rumah induk- 5 km tidur- 2 km mandi- Rg tamu- Rg keluarga/Rg makan- Dapur- Car port (mobil)2 Paviliun - 2 Kamar Tidur- 1 kamar Mandi - Dapur - Berugak Listrik 2200 dan PAM hidupHarga Rp 735 juta nego,Rumah,SHM,Kelurahan Ampenan Utara,Ampenan,Kota Mataram,735000000,0.74,7,3,,,199,258
Rumah halaman luas di Meninting Batu Layar,Rumah halaman luas di Meninting Batu Layar code : 462Luas tanah 1500 m2 5 kamar tidur + 5 kamar mandi Ruang tamu ruang keluarga dapur Bangunan paten Halaman masih sangat luas Lokasi dekat SMK 1 Batu Layar Sekitar 150 meter masuk dari jalan raya meninting Sertifikat Hak Milik Harga Rp 25 Milyar,Rumah,SHM,Meninting,Batu Layar,Lombok Barat,2500000000,2.50,5,5,,,500,1500
KOS-KOSAN BESERTA KOLAM IKAN DI GERIMAK LOMBOK BARAT,Kos-kosan beserta kolam ikan di Gerimak Lombok Barat code : 370lokasi di belakang rumah makan Gerimak Luas tanah 1300 m2 (13 are) Akses kendaraan roda 4 Terdiri dari 10 kamar kos Pohon buah-buahan Harga Rp 16 Milyar,Rumah Kos,,Grimax Indah,Narmada,Lombok Barat,1600000000,1.60,10,10,,,250,1299
